x,y
-0.4827790731256833,0.5472964249023516
-0.4827790731256833,0.5472964249023516
-0.5663712081269452,0.5675408385974123
-0.5663712081269453,0.5675408385974126
-0.590169943749474,0.5752735165466119
-0.5901699437494743,0.5752735165466119
-0.5901699437494743,0.6002969880383348
-0.5516627806229496,0.5877852522924728
-0.5516627806229497,0.587785252292473
-0.5663712081269455,0.6080296659875335
-0.5663712081269453,0.608029665987534
-0.5901699437494745,0.600296988038334
-0.46555814625136693,0.4692723902746459
-0.46555814625136704,0.4692723902746462
-0.48935688187389564,0.46153971232544666
-0.48935688187389587,0.4615397123254464
-0.45084971874737095,0.44902797657958543
-0.4508497187473712,0.44902797657958493
-0.4827790731256836,0.3757829997485419
-0.5065778087482121,0.3835156776977414
-0.4827790731256833,0.3757829997485419
-0.4827790731256837,0.3507595282568193
-0.48277907312568397,0.350759528256819
-0.5212862362522082,0.36327126400268045
-0.5065778087482121,0.38351567769774114
-0.5212862362522078,0.36327126400268045
-0.5065778087482125,0.34302685030761976
-0.5065778087482121,0.34302685030761976
-0.6220992981277865,0.5020285397155683
-0.6220992981277865,0.502028539715568
-0.5663712081269453,0.43651624083372376
-0.5663712081269453,0.43651624083372376
-0.5901699437494743,0.42878356288452474
-0.5901699437494743,0.42878356288452474
-0.5901699437494744,0.4037600913928021
-0.5901699437494745,0.4037600913928019
-0.7532889043741061,0.5472964249023516
-0.7532889043741061,0.5472964249023516
-0.6844051968768401,0.5877852522924736
-0.6844051968768403,0.587785252292473
-0.6696967693728445,0.5675408385974123
-0.6696967693728446,0.5675408385974121
-0.6696967693728446,0.6080296659875335
-0.6696967693728444,0.6080296659875337
-0.48277907312568347,0.6282740796825945
-0.4827790731256836,0.6282740796825947
-0.48935688187389587,0.7140307922594995
-0.48935688187389614,0.7140307922594995
-0.46555814625136743,0.7062981143103
-0.46555814625136716,0.7062981143103004
-0.4508497187473717,0.7265425280053609
-0.45084971874737145,0.7265425280053607
-0.6220992981277865,0.6735419648693783
-0.6220992981277869,0.6735419648693778
-0.40325224750231325,0.7920548268872052
-0.40325224750231303,0.7920548268872052
-0.35816727562757655,0.8652998037182486
-0.35816727562757655,0.8652998037182486
-0.3434588481235806,0.8450553900231879
-0.34345884812358035,0.8450553900231881
-0.31966011250105164,0.852788067972387
-0.31966011250105136,0.852788067972387
-0.4057647468726345,0.6532975511743171
-0.40576474687263475,0.6532975511743169
-0.40576474687263425,0.5222729534106287
-0.4057647468726345,0.5222729534106287
-0.32623792124926365,0.5145402754614292
-0.32623792124926365,0.5145402754614292
-0.32623792124926415,0.48951680396970687
-0.32623792124926393,0.48951680396970715
-0.30243918562673544,0.48178412602050735
-0.30243918562673494,0.5222729534106287
-0.3024391856267352,0.5222729534106291
-0.28773075812273896,0.5020285397155683
-0.28773075812273896,0.5020285397155683
-0.3024391856267352,0.48178412602050735
-0.31966011250105186,0.4037600913928016
-0.31966011250105186,0.4037600913928019
-0.38854381999831783,0.36327126400268095
-0.38854381999831783,0.36327126400268095
-0.40325224750231353,0.3835156776977414
-0.40325224750231403,0.3835156776977414
-0.40325224750231375,0.34302685030761926
-0.40325224750231353,0.3430268503076195
-0.18691769624716068,0.3632712640026807
-0.18691769624716092,0.36327126400268045
-0.24264578624800226,0.4287835628845245
-0.24264578624800226,0.4287835628845245
-0.2188470506254738,0.43651624083372403
-0.2188470506254733,0.43651624083372403
-0.21884705062547355,0.46153971232544666
-0.2188470506254738,0.4615397123254469
-0.35816727562757655,0.5877852522924728
-0.3581672756275763,0.5877852522924734
-0.32623792124926393,0.6610302291235162
-0.32623792124926415,0.6610302291235164
-0.30243918562673544,0.6532975511743171
-0.30243918562673544,0.6532975511743173
-0.32623792124926393,0.6860537006152393
-0.32623792124926393,0.6860537006152393
-0.25735421375199824,0.7265425280053605
-0.2426457862480028,0.7062981143103002
-0.242645786248002,0.7467869417004216
-0.242645786248002,0.7467869417004216
-0.25735421375199824,0.7265425280053605
-0.2188470506254733,0.7140307922594997
-0.24264578624800226,0.7062981143103004
-0.2188470506254738,0.7390542637512224
-0.21884705062547355,0.7390542637512221
-0.2188470506254738,0.7140307922594997
-0.2188470506254733,0.5425173671056894
-0.2188470506254733,0.5425173671056898
-0.2254248593736856,0.6282740796825945
-0.22542485937368534,0.6282740796825947
-0.20162612375115688,0.6205414017333952
-0.20162612375115688,0.6205414017333952
-0.18691769624716068,0.6407858154284565
-0.18691769624716092,0.6407858154284561
-0.139320225002103,0.428783562884525
-0.13932022500210273,0.428783562884525
-0.32623792124926365,0.7670313553954823
-0.32623792124926393,0.7670313553954823
-0.139320225002103,0.29775896512083616
-0.13932022500210273,0.29775896512083644
-0.07952682562337006,0.24475840198485357
-0.07952682562337006,0.24475840198485357
-0.09423525312736628,0.22451398828979235
-0.09423525312736628,0.22451398828979235
-0.07952682562337006,0.2042695745947324
-0.05572809000084135,0.2370257240356543
-0.0557280900008416,0.23702572403565406
-0.05572809000084135,0.2120022525439314
-0.05572809000084135,0.2120022525439314
-0.07952682562337031,0.20426957459473216
-0.2188470506254733,0.265002815679914
-0.2188470506254733,0.265002815679914
-0.2188470506254733,0.29002628717163664
-0.2188470506254733,0.29002628717163664
-0.24264578624800254,0.29775896512083616
-0.2426457862480028,0.29775896512083616
-0.28773075812273896,0.22451398828979285
-0.30243918562673494,0.20426957459473188
-0.3024391856267352,0.24475840198485357
-0.30243918562673544,0.2447584019848533
-0.28773075812273924,0.22451398828979285
-0.32623792124926343,0.2120022525439314
-0.30243918562673494,0.20426957459473163
-0.32623792124926365,0.23702572403565378
-0.32623792124926365,0.23702572403565378
-0.32623792124926365,0.2120022525439314
-0.139320225002103,0.15126901145874905
-0.13932022500210273,0.15126901145874905
-0.2188470506254738,0.15900168940794857
-0.2188470506254733,0.15900168940794857
-0.21884705062547355,0.1840251608996712
-0.21884705062547355,0.18402516089967144
-0.24264578624800176,0.1512690114587493
-0.242645786248002,0.15126901145874905
-0.05572809000084084,0.04048882739012116
-0.05572809000084135,0.04048882739012167
-0.062305898749053644,0.12624553996702642
-0.062305898749053644,0.12624553996702642
-0.038507163126524926,0.11851286201782689
-0.03850716312652468,0.11851286201782703
-0.023798735622528714,0.1387572757128881
-0.023798735622528967,0.13875727571288785
-0.31966011250105214,0.3227824366125588
-0.31966011250105186,0.3227824366125588
-0.6696967693728445,0.29002628717163664
